catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 80874,HD 148291,247.70566478710003,-61.63350575328,-11.469,-9.911,3.8484,0.0687,*,K1IIb,5.76,0.13,5.182,
HIP 68673,V* V828 Cen,210.86444772238,-41.42334227693,-33.969,-17.061,6.5368,0.1156,a2*,ApSi,4.0,4.3,6.088,
HIP 85147,HD 156838,261.00448139792,-62.86415398438,-0.324,-9.033,2.0756,0.0617,*,B2III,4.0,3.2,5.676,
HIP 77042,HD 139915,235.98031931918,-60.28721840109,-2.556,-5.617,1.4089,0.0207,*,G0Ib,-35.19,0.2,6.475,
HIP 72308,HD 129932,221.80244169378,-52.20525594287,-6.137,-3.056,1.446,0.0282,*,A1III/IV,-31.6,0.2,6.07,
HIP 87564,HD 161955,268.32576994939,-65.48860393111,-23.556,-66.378,6.857,0.0212,PM*,K0/1III,-44.1,0.16,6.459,
HIP 91733,HD 172021,280.59426548637,-64.64304585372,-4.224,-29.272,5.1645,0.0294,*,A5V,-8.7,0.5,6.353,
HIP 101612,* phi01 Pav,308.89520861537994,-60.58174912319,69.912,-185.861,35.6214,0.0983,PM*,F0V,-17.59,0.21,4.745,
HIP 73095,* c Lup,224.07187955192,-52.80955114484,27.364,6.503,15.6853,0.0771,SB*,A1IV/V,7.0,7.4,5.386,
HIP 92024,HD 172555,281.3620874193479,-64.87125966888472,31.952,-149.73,34.7355,0.1575,PM*,A7V,2.8,0.24,4.767,
HIP 106065,HD 204228,322.25061123193,-53.70591201937,71.217,-25.443,7.422,0.0235,PM*,K2IIICNIb,10.75,0.13,6.38,
HIP 91854,HD 172211,280.90557325364,-64.55142514883,12.931,-47.66,8.507,0.0343,*,K0III,-10.2,0.12,5.757,
HIP 101983,* phi02 Pav,310.01098950373074,-60.54889405339195,313.012,-569.473,40.5683,0.0895,PM*,G0VFe-0.8CH-0.5,-32.011,0.0007,5.121,
HIP 67464,* nu. Cen,207.37615211559708,-41.68770852979139,-26.137,-21.226,8.0476,0.347,bC*,B2V,9.0,0.9,3.386,
HIP 106978,HD 205877,324.99882390724,-52.35900032909,-16.368,5.374,5.7726,0.1626,**,G8/K0III+A/F,0.0,12.5,6.202,
HIP 109408,HD 210204,332.49116813737,-48.10766097084,68.605,-62.809,4.5852,0.0193,PM*,K3III,19.45,0.14,6.424,
HIP 77817,HD 141585,238.34559151171,-62.60656945676,-3.151,-12.917,5.6891,0.053,*,K3III,7.73,0.27,6.196,
HIP 109902,HD 211053,333.89598830152994,-44.45149796735,5.802,-1.574,4.4029,0.0259,*,G8/K0III,-3.59,0.12,6.089,
HIP 82517,HD 151441,252.9745091973,-65.375458396,-1.614,-13.841,3.7871,0.0527,*,B8II/III,-10.0,4.3,6.114,
HIP 81252,* tet TrA,248.93675436896,-65.495399624,34.381,-29.921,9.4515,0.1434,*,G8/K0III,9.6,2.0,5.5,
HIP 79664,* del TrA,243.85946160941205,-63.68568150484638,3.261,-13.715,4.5766,0.1313,*,G2Ib-IIa,-4.9,0.7,3.839,
HIP 72471,HD 130227,222.27939928489,-56.667829372060005,-106.368,-119.596,11.6845,0.0207,PM*,K1III,13.42,0.13,6.21,
HIP 71746,HD 128713,220.13649692502,-56.44076436973,-13.161,-9.483,4.3169,0.0518,*,K0/1II,-15.81,2.92,6.296,
HIP 70363,HD 125869,215.9524188285,-53.17624427804001,-54.062,-10.175,9.2755,0.108,PM*,K1III,-6.82,5.94,5.993,
HIP 98624,* mu.02 Pav,300.46859067404,-66.94396434758,38.596,-70.984,13.6039,0.0565,PM*,K2IVCNII,42.26,0.15,5.331,
HIP 101965,HD 196317,309.96566015852,-62.90781652565,35.175,-71.655,6.4142,0.0913,PM*,K1III,25.7,1.15,6.225,
HIP 69174,V* V869 Cen,212.39596873504,-51.50467574705,-32.064,-12.414,5.8361,0.0633,SB*,B8V,11.905,0.183,5.961,
HIP 74837,* eps Cir,229.41205445474,-63.61046753678,3.209,9.344,7.5809,0.1085,*,K2III,-4.22,0.42,4.849,
HIP 67663,HD 120640,207.94673136309,-46.8986665852,-17.144,-15.937,3.0685,0.0915,Pu*,B2III,-4.7,0.9,5.752,
HIP 66427,HD 118338,204.27504599668,-44.14320258488,-50.227,-13.939,8.6567,0.0558,RG*,G8/K0III,6.58,0.13,5.957,
HIP 107299,HD 206429,325.99596153687,-57.32524761103,-116.541,-52.78,22.5426,0.0196,PM*,F6/8IV/V,37.173,0.002,6.482,
HIP 74181,HD 133792,227.35634076602,-63.64293039817999,-10.181,-20.373,5.5197,0.0265,*,ApSrCrEu,15.12,0.14,6.247,
HIP 107030,HD 205935,325.14046294382,-55.7379785085,18.483,8.878,4.9316,0.016,*,K0II/III,29.27,0.26,6.328,
HIP 82129,V* LP TrA,251.66663166749,-67.10969037,-15.023,-13.646,4.9629,0.0976,a2*,ApSi,2.71,0.33,5.1,
HIP 97569,HD 186584,297.47257703454,-66.81306777783,-0.404,10.332,3.3423,0.022,*,K4III,-0.57,0.13,6.422,
HIP 96882,HD 184996,295.4052713630799,-65.85441413901,15.07,-71.841,4.4271,0.042,PM*,M0III,-41.62,0.14,6.074,
HIP 82539,HD 151404,253.07376222173,-67.68163703885,-52.309,-50.789,6.4021,0.0201,PM*,K2III,9.04,0.12,6.317,
HIP 96734,HD 184586,294.96742470307,-66.68550653433,34.713,-40.544,10.5611,0.0458,PM*,A1V,-16.58,0.35,6.37,
HIP 89674,HD 166841,274.50400538591,-68.2292633255,-2.747,-17.763,3.8988,0.0485,*,B8/9V,18.8,1.8,6.328,
HIP 95999,HD 182709,292.79571140865994,-68.43392024132,17.364,-13.943,2.8415,0.0596,*,K4/5III,-12.8,0.13,5.961,
HIP 73118,HD 131491,224.1597454520833,-62.36441692444445,-7.92,-3.89,1.78,0.53,**,B4III,-2.6,3.2,6.391,
HIP 74470,HD 134468,228.25425400961,-61.74377688124,-4.496,-7.55,0.989,0.0415,s*r,K4Ib,-26.94,0.25,6.269,
HIP 73036,HD 131342,223.89399859558,-60.11416535219,-126.026,-113.277,18.8519,0.0827,PM*,K2III,-14.2,0.15,5.18,
HIP 72097,HD 129462,221.23115017376,-58.47749442843999,-83.789,-43.427,8.2743,0.0258,RG*,K0III,-22.42,0.13,6.098,
HIP 70798,HD 126610,217.1812345736,-59.19754617358,-6.611,-6.893,1.2872,0.0255,*,A0II/III,2.0,7.4,6.469,
HIP 71861,HD 128917,220.48325055923,-58.61583148842001,42.557,-40.028,22.296,0.0284,PM*,F5V,11.72,0.19,6.204,
HIP 112127,HD 214987,340.67950700018,-44.24802288337,33.404,32.203,3.8904,0.3995,RG*,K0III,20.93,1.1,6.067,
HIP 69655,HD 124454,213.83878866529,-53.50994222621,-17.746,-5.299,3.8681,0.0289,*,K3III,-20.12,0.16,6.395,
HIP 67234,* M Cen,206.6640796658037,-51.43275733387334,9.258,-29.111,12.1389,0.4329,SB*,G8/K0III,-15.97,2.25,4.632,
HIP 67304,HD 119971,206.91057903914,-50.32068841778,-141.153,-0.621,5.3133,0.086,PM*,K2III,31.92,0.2,5.446,
HIP 68333,HD 121853,209.82285003298,-50.36964781971,29.861,-17.268,8.3199,0.0378,HB*,G8/K0III,-4.22,0.14,5.927,
HIP 108478,* kap01 Ind,329.62533014366,-59.01214540709999,4.957,30.208,19.4417,0.5186,SB*,F5V,19.0,0.5,6.141,
HIP 69191,HD 123569,212.47839265528,-53.43894579245,-145.136,-91.064,18.2253,0.1091,PM*,G9-III,-17.09,0.15,4.736,
HIP 69462,HD 124147,213.31837715847,-53.66565920667,-12.781,-11.434,2.2091,0.1068,*,K5III,-3.0,2.0,5.575,
HIP 108626,HD 208796,330.1010337135,-55.88348686678,24.736,-14.481,5.2171,0.0377,*,B9IV/V,8.94,0.52,6.004,
HIP 75018,V* R TrA,229.9404701116,-66.49603976684,-5.321,-8.228,1.5432,0.0161,cC*,F7Ib/II,-18.02,2.18,6.39,
HIP 91792,* zet Pav,280.75890139645867,-71.42811561050279,1.186,-158.496,15.1495,0.1135,PM*,K0III,-16.3,0.7,4.003,
HIP 84158,HD 154556,258.0830592446599,-70.72108231562,49.06,-78.104,14.3386,0.0224,PM*,K1IVCNIII,-23.19,0.12,6.214,
HIP 74184,HD 133683,227.37464344723,-67.08413478494,-3.571,-3.474,0.9223,0.0326,*,F5Ib,-14.72,0.14,5.757,
HIP 77982,* kap TrA,238.87333204507,-68.60300094629,-8.966,-6.343,2.9495,0.0618,*,G5Ib-II,4.77,0.14,5.097,
HIP 75565,HD 136672,231.56134923958,-68.30916661049,123.659,9.275,9.9685,0.0315,PM*,G8/K0III,25.14,0.14,5.892,
HIP 81141,HD 148488,248.58060907774,-70.98810222137,-15.427,-11.056,3.2585,0.0495,*,K0.5IIbCN1,-9.37,0.14,5.489,
HIP 105148,HD 202299,319.50204004575,-64.68158036425,17.474,-28.819,5.9457,0.0344,*,B8V,18.97,0.54,6.313,
HIP 102157,* ups Pav,310.48781888677,-66.76068071647,9.098,-23.224,4.1019,0.0899,*,B9III,7.0,4.2,5.134,
HIP 98332,HD 188097,299.67204454928,-69.16395565047,68.698,-100.182,14.4336,0.0311,PM*,A1mA5-F2,-12.77,0.15,5.724,
HIP 98346,HD 188164,299.72077100342,-68.76258272624,35.999,-73.393,10.0607,0.0417,SB*,A6VkA2mA3,-18.1,2.0,6.374,
HIP 72131,HD 129422,221.32223566055,-62.87564938991,70.27,-81.116,20.433,0.0597,PM*,A9III/IV,-0.3,0.29,5.36,
HIP 104364,HD 200751,317.13623067619,-63.92825956517,-5.794,3.247,5.9764,0.0398,*,K0III,-20.35,0.13,5.75,
HIP 72000,HD 129092,220.8672239267,-62.96663566065,-5.562,-13.272,1.1366,0.423,**,B3IV,-10.0,5.9,6.408,
HIP 74047,HD 133456,226.98651071025,-65.27545090397,8.82,-5.232,5.2332,0.0412,*,K3III,-3.14,0.13,6.166,
HIP 67836,HD 120908,208.42955614076,-53.3733212081,-14.936,-18.372,3.5055,0.0458,*,B4III,6.3,1.4,5.873,
HIP 67703,* N Cen,208.02025959959,-52.81152953918,-38.997,-26.863,10.7449,0.0882,Pu*,B8V,27.0,4.2,5.257,
HIP 65630,HD 116862,201.8360654291,-49.38129145837,-6.055,-3.518,1.5443,0.0517,*,B3III/IV,-6.0,4.3,6.257,
HIP 66236,HD 117919,203.62065393676,-48.27216168932,-24.075,-7.992,0.9819,0.4411,**,B8III,-6.8,1.3,6.319,
HIP 65810,* K Cen,202.35522611599,-51.16513152620999,-1.823,-7.517,7.1201,0.1438,*,A1V,-0.6,0.28,5.03,
HIP 65303,HD 116226,200.76083078118,-48.56278957465,-10.067,-3.207,2.0315,0.0688,*,B5V,-41.0,4.3,6.36,
HIP 90133,* phi Oct,275.90186973745,-75.04427706908,4.621,19.73,16.8258,0.0636,*,A0V,17.76,0.42,5.456,
HIP 84510,HD 154972,259.14853540190995,-74.5330113142,-23.266,-53.91,9.6961,0.0359,PM*,A0V,7.81,0.62,6.227,
HIP 64822,HD 115331,199.3080464675,-43.97949850898999,-6.993,-1.369,17.2139,0.2709,SB*,A2mA4-A9/F0,-12.0,7.4,5.803,
HIP 97534,HD 186219,297.35542879469,-72.50337812377,7.347,15.373,23.5699,0.1571,*,A4IV,-1.4,4.2,5.392,
HIP 65144,HD 115912,200.2404185276,-46.88000773587001,-73.364,20.623,8.9821,0.0628,PM*,K1III,-2.46,0.12,5.742,
HIP 107773,HD 207229,327.50051638878,-64.71253772291,-0.736,-37.544,9.5919,0.0378,HB*,K0III,-0.17,0.12,5.62,
HIP 102773,* sig Pav,312.3257146436,-68.77652112814,-64.12,-49.688,10.1251,0.0618,HB*,K0III,18.31,0.13,5.407,
HIP 70657,HD 126241,216.77952760989,-65.8216469733,-18.951,-14.376,2.9092,0.051,*,K3III,-18.66,0.13,5.828,
HIP 98495,* eps Pav,300.14813137628624,-72.9105035987675,81.002,-131.99,31.2593,0.1916,PM*,A0Va,-8.13,0.52,3.94,
HIP 70528,HD 125990,216.41561181912,-66.17292079005,-43.473,-15.722,8.0569,0.0266,*,A3V,11.1,0.7,6.362,
HIP 78868,HD 143346,241.48258036902,-72.4009007853,-32.468,70.299,11.3858,0.0386,HB*,K1.5IIICN1,49.54,0.18,5.685,
HIP 72438,HD 129954,222.18562482331,-66.5935617895,-7.688,-10.72,2.4125,0.0505,Be*,B2V,19.0,4.3,5.88,
HIP 76736,HD 138965,235.04814899955,-70.22788319748,-41.15,-55.16,12.7224,0.028,PM*,A1V,-9.38,0.3,6.424,
HIP 66849,HD 118978,205.5045178764,-58.78708771881001,-28.08,-7.273,4.0767,0.0907,*,B9III,-8.0,7.4,5.372,
HIP 66575,HD 118520,204.70397103853,-57.62271583039999,-10.047,-5.825,1.6663,0.0834,**,G5Ib,-7.02,0.29,6.0,
HIP 111548,HD 213884,338.97054617775,-57.88375115973,87.492,-9.476,14.2607,0.023,PM*,A5V,5.1,1.8,6.224,
HIP 63945,* f Cen,196.5695986005133,-48.46329070242833,-29.558,-15.692,8.1592,0.1559,Pu*,B4V,6.0,4.2,4.691,
HIP 111967,HD 214632,340.20382124931,-57.42231911624,55.756,-5.679,4.7073,0.0401,PM*,K3III,-35.01,0.15,5.967,
HIP 113307,* tau03 Gru,344.19916791336993,-47.96922040331,-25.096,2.455,12.7125,0.0409,Pu*,A4mA5-F2,7.39,0.14,5.714,
HIP 114421,* iot Gru,347.5897011042054,-45.24670946895333,138.597,-28.14,15.8566,0.5265,SB*,K1III,-4.4,0.9,3.877,
HIP 113657,HD 217403,345.28157700515,-50.95002840957001,88.536,0.32,6.8342,0.0726,PM*,K3III,7.8,2.0,5.672,
HIP 65372,HD 116338,200.96714354447,-49.82281085161001,-80.595,-31.679,8.0443,0.0381,PM*,G8III,-29.1692,0.0031,6.464,
HIP 65112,V* V964 Cen,200.15760563227,-52.74782482484,-30.282,-16.303,8.3902,0.1004,EB*,B5III/IV,10.0,4.2,5.443,
HIP 64933,HD 115529,199.64527283485,-51.2857759548,-20.084,-14.082,5.5404,0.0545,*,A0V,-2.88,0.39,6.173,
HIP 69298,HD 123492,212.75782766893,-69.71931505441,-31.938,-19.283,14.2867,0.0319,*,A6IV,5.09,0.2,6.065,
HIP 73980,HD 133049,226.78417928375,-71.90495205995,7.753,-7.012,2.6614,0.0189,*,K4III,8.48,0.12,6.5,
HIP 68455,HD 121932,210.2185195913,-66.26891105132,-117.233,-24.549,13.8056,0.0318,PM*,F2III,-27.97,0.27,5.948,
HIP 104755,* omi Pav,318.33543419187,-70.12625470991,42.561,-21.617,2.4875,0.3659,*,M1/2III,-19.0,4.2,5.071,
HIP 87926,HD 161988,269.4236905502099,-76.17795051147,1.608,-1.867,5.2546,0.022,*,K2III,37.71,0.14,6.066,
HIP 92233,HD 171990,281.95471624064,-77.86825089337,-26.256,148.73,23.0381,0.0195,PM*,F8V,16.177,0.0004,6.392,
HIP 74421,HD 133981,228.14157948088,-72.77060094157,-14.107,-16.361,3.8088,0.0418,*,B8/9III,-13.7,1.3,6.019,
HIP 76877,HD 138867,235.47786691448,-76.08196439475,-12.407,-41.541,7.8146,0.0916,*,B9V,1.1,1.7,5.941,
HIP 68191,HD 121474,209.41201490413,-63.68669831684,-40.64,-33.433,15.2855,0.0804,PM*,K1.5IIIb:,21.9,0.17,4.701,
HIP 66681,HD 118666,205.04461564139,-64.5765533173,-69.724,0.376,14.5177,0.0392,PM*,F2III/IV,4.2,2.0,5.785,
HIP 65970,V* V659 Cen,202.88921081326,-61.58236628573,-5.951,-1.502,0.889,0.0518,cC*,F6/7Ib+B6V,-6.97,1.36,6.49,
HIP 65129,HD 115842,200.20141391759,-55.80068967348,-3.614,3.595,0.5828,0.0339,s*b,B0.5Ia,-20.25,0.99,6.09,
HIP 102162,* mu.01 Oct,310.51244691374,-76.18059206011,190.891,-9.479,9.7399,0.0241,PM*,F6II/III,-36.0,4.3,5.977,
HIP 113638,* zet Gru,345.22003148243,-52.75411085788,-64.223,-17.832,19.9108,0.6058,PM*,K1IIIFe-1.2CN-0.5,-1.1,2.0,4.115,
HIP 107835,* omi Ind,327.69656301655,-69.62937402654,-24.451,-4.913,6.1458,0.1873,*,K2/3III,20.2,2.0,5.505,
HIP 107423,HD 206399,326.37011985768,-71.00884971654,13.125,-11.785,4.5238,0.034,*,B8IV,-3.17,0.38,6.011,
HIP 112259,HD 215121,341.06866332743994,-60.49961716040999,3.311,20.456,6.2025,0.0187,**,G5/K0III+A7/9,3.33,0.2,6.298,
HIP 73223,* R Aps,224.47076466101,-76.66265469388,-69.161,-16.583,7.8879,0.0867,PM*,K4III:,-31.2,0.08,5.359,
HIP 63724,* ksi01 Cen,195.88877129562,-49.52726358175,-47.858,-11.496,14.8276,0.1073,*,A0V,0.0,3.7,4.826,
HIP 67942,HD 120913,208.70462658175,-67.65210149016,-17.578,-15.424,3.4823,0.0443,*,K2III,-7.43,0.14,5.705,
HIP 63883,V* V1154 Cen,196.37824190735,-52.11566066825001,-51.649,9.252,2.8994,0.0369,AB*,M1III,-30.32,0.25,6.418,
HIP 67664,HD 120404,207.94764232501,-69.40125802555,3.978,-2.243,3.3831,0.0626,*,K5/M0III,11.59,0.21,5.727,
HIP 66152,HD 117651,203.39946184799,-65.63268657575,-36.438,-22.748,9.6572,0.028,*,A0V,12.4,1.9,6.354,
HIP 90606,HD 167714,277.33309984576,-80.23270700495,-22.298,-63.166,9.0795,0.026,PM*,K2III,-12.8,0.13,5.946,
HIP 88599,HD 162337,271.36189688712,-81.48656576991,28.344,-48.347,3.2987,0.0286,PM*,K3/4III,-2.06,0.15,6.35,
HIP 81065,* gam Aps,248.3628438138967,-78.89714816863112,-125.575,-78.212,21.3033,0.1523,PM*,G8III,5.4,0.7,3.854,
HIP 64395,HD 114461,197.97112076947,-63.30299751847,-6.927,-2.585,0.5769,0.0925,*,A8II/III,2.6,3.36,6.338,
HIP 64583,HD 114837,198.56310307496,-59.10323722999001,-248.678,-153.176,54.8247,0.0809,PM*,F6VFe-0.4,-63.62,0.2,4.93,
HIP 65271,* J Cen,200.65805458993412,-60.98838060058584,-29.518,-21.698,8.8824,0.1293,**,B3V,6.0,3.7,4.509,
HIP 63003,* mu.01 Cru,193.6484344215275,-57.17792469914083,-31.631,-13.353,8.0152,0.2136,Pu*,B2IV-V,13.9,0.7,4.04,
HIP 63005,* mu.02 Cru,193.65368399564,-57.16866497733,-28.386,-10.447,8.2668,0.117,Be*,B5Vne,13.0,3.7,5.2,
HIP 63117,HD 112244,193.98805677119,-56.83580571397,-5.949,-1.077,0.7576,0.0996,s*b,O8.5Iab(f)p,18.5,3.4,5.32,
HIP 64580,HD 114835,198.55036185908,-58.68393906976,-55.922,-12.423,9.5714,0.0332,HB*,K0/1III,-1.8,2.0,5.9,
HIP 115510,V* DQ Gru,350.97717216086994,-53.80873986245,73.934,-34.814,7.9856,0.0399,dS*,A9/F2(III),16.3,0.6,6.108,
HIP 115537,HD 220440,351.05525322647,-51.89117334304,23.285,-36.872,4.8124,0.0685,*,M0III,-4.03,0.13,5.731,
HIP 114996,* gam Tuc,349.35731852264,-58.23570137616001,-10.769,74.585,44.0808,0.5332,PM*,F4V,4.68,0.9,3.98,
HIP 61916,HD 110287,190.34576982194,-46.14558333952,-71.585,59.13,4.5432,0.0672,PM*,K3/5III,8.14,0.17,5.816,
HIP 63210,* H Cen,194.26813093588,-51.1987535821,-30.068,-15.526,7.7665,0.1015,Pu*,B2IV,32.01,0.45,5.159,
HIP 116097,HD 221323,352.86233932950995,-44.843581438200005,45.21,-22.561,8.4607,0.0366,PM*,K1III,5.6,0.15,6.02,
HIP 70248,* eps Aps,215.59663816720376,-80.10895512187277,-8.757,-15.001,6.0885,0.2308,Be*,B3V,4.5,4.2,5.052,
HIP 64994,HD 115439,199.82909202129,-72.03560532285,-5.88,-51.712,6.5556,0.0581,PM*,K3III,-30.67,0.13,6.044,
HIP 70874,HD 126209,217.40419308041,-76.7290826907,-27.95,-27.585,5.8482,0.1281,*,K0/1III,-16.54,2.9,6.06,
HIP 115713,* omi Gru,351.6523374979,-52.72157763741,52.734,119.983,31.4197,0.0843,PM*,F4V,21.49,3.75,5.522,
HIP 110712,HD 212168,336.4631460185,-75.01568785848,57.385,12.835,42.7219,0.0196,PM*,G0V,14.51,0.14,6.119,
HIP 112694,HD 215729,342.3227939019,-70.34798446371,12.764,32.116,10.2089,0.0246,*,A2V,6.87,0.58,6.333,
HIP 101427,HD 193721,308.32348585807995,-80.96488734688,9.794,-16.081,4.2823,0.165,*,G6/8II,4.55,0.81,5.767,
HIP 114948,HD 219482,349.24036453178,-62.00119779668,176.492,-26.092,48.9174,0.0356,PM*,F6V,0.634,0.0005,5.647,
HIP 106424,HD 203955,323.33810993026,-80.03935968078,22.969,-21.451,8.1423,0.0312,*,A0V,21.55,0.16,6.466,
HIP 109584,HD 210056,332.97910065757,-76.1160218906,-59.351,-40.005,11.1656,0.0205,PM*,K0III,25.57,0.12,6.127,
HIP 101843,HD 194612,309.57752648651,-81.28906281193,1.597,-37.819,4.3006,0.0707,*,K5III,-0.18,0.14,5.889,
HIP 108759,HD 208500,330.46922552149,-77.66254235624,-12.149,-5.979,9.7795,0.1119,*,A5IV/V,1.8,0.9,6.389,
HIP 113137,* rho Ind,343.66450808064,-70.07370890577,-43.14,72.728,37.4641,0.0253,PM*,G1VFe+0.3,-2.05,0.13,6.05,
HIP 64466,HD 114570,198.20334483117,-66.22674880629,25.081,6.991,10.5705,0.0312,*,A0V(n),8.9,1.4,5.897,
HIP 64682,HD 114912,198.85665565623,-69.67928274406,-100.361,-35.045,11.2522,0.0186,PM*,K2/3III,-10.62,0.14,6.371,
HIP 65755,V* EZ Mus,202.19494455192,-69.62712094686,-21.115,-16.328,4.5406,0.047,a2*,B8pSi,16.4,2.0,6.179,
HIP 64390,HD 114371,197.9643366457,-69.94201586432,34.881,1.506,23.6917,0.0271,SB*,F3IV/V,7.3,2.0,5.906,
HIP 62732,HD 111613,192.82490011153,-60.32978899114,-4.634,-0.939,0.4534,0.0296,sg*,B9.5Iab,-17.72,0.66,5.72,
HIP 62268,* iot Cru,191.40854861858,-60.98132118807,112.266,-65.641,26.1753,0.0952,PM*,K0III,7.45,0.12,4.686,
HIP 60823,* sig Cen,187.00992548273496,-50.23063797449278,-32.173,-13.171,7.9249,0.2345,**,B2V,8.0,4.1,3.91,
HIP 61622,* tau Cen,189.4256837492,-48.54130535928,-186.081,-6.757,24.2953,0.2269,PM*,A1IVnn,5.5,2.3,3.86,
HIP 62058,HD 110506,190.78824425269,-56.17622729189,-31.772,-12.079,8.0946,0.0409,*,B7/8V,10.3,2.0,5.982,
HIP 62327,HD 110956,191.59464352716373,-56.488815491873886,-33.627,-15.105,9.7326,0.1682,Pu*,B2/3V,16.6,2.0,4.62,
HIP 62434,* bet Cru,191.9302865619529,-59.68877199622606,-42.97,-16.18,11.71,0.98,bC*,B1IV,10.3,0.2,1.25,NAME Mimosa
HIP 115756,HD 220759,351.78093049382994,-66.5808978359,-27.245,-9.967,2.9698,0.2132,**,K4III,12.5,0.2,6.457,
HIP 115620,HD 220572,351.33110321091,-56.84898376169,84.881,-19.737,10.5993,0.0502,HB*,K0III,-35.652,,5.597,
HIP 76996,* rho Oct,235.82053478035,-84.46527466544,136.944,95.932,15.1591,0.0532,PM*,A1/2V,-11.0,10.0,5.568,
HIP 110256,* eps Oct,335.0070025958396,-80.43974713422168,56.083,-43.128,11.122,0.1814,LP*,M5III,11.7,0.8,5.177,
HIP 114268,HD 218288,347.14831587968,-73.58611820634,22.994,-2.554,4.1965,0.0251,*,K3III,5.85,0.2,6.15,
HIP 88274,HD 159517,270.39244992526994,-85.21482815588,-4.647,-145.572,13.7978,0.1201,PM*,F5IV,-11.2,1.0,6.445,
HIP 83255,V* CW Oct,255.24382403398,-86.36429741421,8.413,-0.032,5.1828,0.0486,a2*,A1/2IV/V,5.08,0.67,6.035,
HIP 100697,HD 191220,306.22882379157,-83.31061948225,23.223,6.228,13.331,0.0247,*,A2/3mA8-F0,2.88,0.2,6.142,
HIP 115769,HD 220790,351.81246972213,-58.47610856853001,52.792,69.948,10.2802,0.0426,HB*,G8III,-2.697,,5.636,
HIP 110078,* psi Oct,334.4608143113899,-77.51155520419,-37.392,13.788,25.7575,0.0505,*,F0IIp,19.86,0.16,5.472,
HIP 61796,HD 110020,189.98271627739,-66.5111363708,-34.839,-5.738,8.806,0.0361,El?,B8V,-3.0,10.0,6.252,
HIP 111504,HD 213402,338.86051361883,-78.77158468728,53.718,-7.451,3.5469,0.0256,PM*,K1III,-11.8,0.2,6.139,
HIP 115908,V* CG Tuc,352.25408981369,-63.11065544292,39.409,-13.258,8.4057,0.0687,a2*,ApSi,15.3,2.0,5.68,
HIP 116602,HD 222095,354.4624767675046,-45.49235208473639,71.117,-12.415,15.3569,0.1589,PM*,A1/2V,3.4,2.5,4.74,
HIP 73540,* pi.01 Oct,225.46165949949,-83.22764730636,18.954,52.52,8.419,0.0349,PM*,G8/K0III,14.72,0.13,5.641,
HIP 69896,* eta Aps,214.55789958256,-81.00775849839,-19.981,-65.222,22.9229,0.118,PM*,A2mA7-F2,-9.4,2.0,4.889,
HIP 73771,* pi.02 Oct,226.19551355933,-83.03831097558,-8.312,-17.597,2.0741,0.0429,*,G8Ib,-13.06,0.15,5.645,
HIP 62608,HD 111315,192.43733405684,-71.98624146881,10.437,-7.354,5.4885,0.0582,Pe*,G7IIIBa1,-6.38,0.71,5.543,
HIP 74296,* ome Oct,227.7866339172,-84.78778597856,2.984,-9.385,9.9406,0.0591,*,B9.5V,-7.6,3.0,5.866,
HIP 65468,* iot01 Mus,201.27966206893,-74.8878194833,-108.236,-132.718,14.4967,0.0744,PM*,K0III,28.26,0.14,5.04,
HIP 63165,HD 112219,194.13203790675,-72.18521306953,-16.45,-12.766,4.4915,0.0264,*,G8III,11.04,0.17,5.928,
HIP 61585,* alf Mus,189.29590786916668,-69.1355647886111,-40.2,-12.8,10.34,0.11,**,B2IV,13.0,4.0,2.649,
HIP 61981,V* R Mus,190.52094198988,-69.40755491657,-4.344,-2.048,1.0656,0.0175,cC*,F7Ib,3.8,2.0,6.33,
HIP 62027,HD 110432,190.70944315516,-63.05862582817001,-12.857,-3.677,2.2826,0.0765,HXB,B0.5IVpe,22.0,7.0,5.31,
HIP 60861,HD 108530,187.10701959194,-61.79484175104,-20.484,-3.953,5.9063,0.0212,*,K2III,-13.45,0.16,6.22,
HIP 60455,V* R Cru,185.90704130674,-61.62912558364,-10.105,-0.73,1.0622,0.0281,cC*,F7Ib/II,-13.5,2.0,6.42,
HIP 61084,* gam Cru,187.79149837560797,-57.11321345705891,28.23,-265.08,36.83,0.18,PM*,M3.5III,21.0,0.1,1.64,NAME Gacrux
HIP 60710,* G Cen,186.63233351866413,-51.45063581013528,-30.801,-9.969,7.3452,0.183,Pu*,B3V(n),5.0,4.2,4.808,
HIP 118234,* pi. Phe,359.73241451497995,-52.74580625634001,58.51,62.022,12.0975,0.0673,PM*,K0III,-13.49,0.14,5.133,
HIP 60969,HD 108732,187.47582964828,-56.524937631060006,5.893,10.484,5.8581,0.1643,AB*,M1III,35.08,3.18,5.776,
HIP 60308,HD 107543,185.48928179756,-56.37438487446,-10.222,-0.487,1.5081,0.0403,*,K4III+(F),0.33,0.15,5.884,
HIP 117315,* sig Phe,356.81665175693,-50.22645888409,9.526,-23.213,5.4931,0.0902,Pu*,B3V,11.0,4.2,5.166,
HIP 118121,* eta Tuc,359.39616103627,-64.29822981874,78.849,-61.755,20.4208,0.3183,**,A1V,32.5,1.78,4.989,
HIP 58697,HD 104555,180.58433045731,-85.63175732428,-57.259,1.452,9.7144,0.0241,PM*,K3III,17.77,0.18,6.019,
