catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 3504,* omi Cas,11.181327503027084,48.28436973261194,17.415,-8.947,0.5116,0.7336,Be*,B5IIIe,-16.9,5.0,4.5,
HIP 110351,*   2 Lac,335.25644708706545,46.53656977961028,22.035,1.927,5.2687,0.1626,SB*,B6V,-9.5,2.0,4.54,
HIP 6813,* ome And,21.91408631466458,45.406684757618336,357.564,-110.039,34.7332,0.1341,**,F4IV,14.1,0.43,4.83,
HIP 6411,* ksi And,20.58508364821,45.52877673579,31.681,9.024,14.6042,0.1028,*,K0-IIIb,-12.3534,0.004233,4.868,NAME Adhil
HIP 3414,* pi. Cas,10.866957011260002,47.02454577746,-24.57,-36.886,18.6293,0.1142,SB*,A5V,12.9,0.8,4.949,
HIP 117221,* psi And,356.50852930961,46.42027401636,8.446,-7.143,1.6352,0.1627,**,G3Ib-II,-23.163,0.0012,4.966,
HIP 111104,*   6 Lac,337.62191955812244,43.12337646048139,-2.38,-5.541,2.8367,0.1336,SB*,B2IV,-8.7,0.9,4.511,
HIP 105102,* sig Cyg,319.3539677916984,39.394679733096666,0.195,-3.609,1.1711,0.1498,s*b,B9Iab,-6.23,0.66,4.24,
HIP 1902,NGC   104,6.022329166666666,-72.08144444444444,5.25,-2.53,0.232,0.009,GlC,,-17.2,0.1,4.09,NAME 47 Tuc Cluster
HIP 78180,V* CL Dra,239.4476694281,54.74976377222,-151.009,107.081,29.6204,0.0809,dS*,F1IVab,-11.0,4.2,4.96,
HIP 80179,* sig Ser,245.51811756526,1.02904350912,-158.172,50.612,35.5388,0.1366,PM*,F1IV,-49.3,0.9,4.82,
HIP 76669,*   7 CrB A,234.84447017954,36.63581105988,-15.51,-7.465,6.4259,0.096,SB*,B7V,0.0,0.4,4.979,
HIP 50676,* J Vel,155.22831547076,-56.04323770783,-12.192,5.367,2.2692,0.1591,Be*,B5II,10.4,2.0,4.51,
HIP 55642,* iot Leo,170.98105513292123,10.52950625196611,149.407,-80.702,42.3548,0.3984,SB*,F1IV,-25.4,0.3,4.01,
HIP 47758,* tet Ant,146.05039631875,-27.769472515277776,-53.23,37.24,9.61,0.46,**,A7V+G8III,24.0,0.74,4.79,
HIP 45688,*  38 Lyn,139.7110149130071,36.80259585675999,-33.072,-126.187,24.7087,0.2815,PM*,A1V,4.0,2.0,3.92,
HIP 89908,* phi Dra,275.1893010132354,71.33781941082947,-5.03,37.86,10.77,0.38,a2*,B8V,-16.0,5.0,4.22,
HIP 70755,* phi Vir,217.05057875906,-2.22795805996,-138.727,-3.338,26.8792,0.1264,RG*,G2IV,-8.8109,0.023966,4.84,
HIP 28614A,* mu. Ori A,90.5958197,9.647288305555556,11.7,-34.1,,,SB*,A1Vm,,,4.3,
HIP 94643,* psi Sgr,288.8851404878345,-25.25668668234528,33.196,-29.246,10.6661,0.358,SB*,K0/1III+A/F,-11.43,1.47,4.86,
HIP 5348,* zet Phe,17.09616910146708,-55.24576000440916,20.375,31.739,11.208,0.3468,SB*,B6V+B9V,15.4,0.9,4.014,
HIP 27989,* alf Ori,88.79293899077537,7.407063995272694,27.54,11.3,6.55,0.83,s*r,M1-M2Ia-Iab,21.91,0.51,0.42,NAME Betelgeuse
HIP 30324,* bet CMa,95.67493896958332,-17.955918708888888,-3.23,-0.78,6.62,0.22,bC*,B1II-III,33.7,0.5,1.97,NAME Mirzam
HIP 78821,* bet02 Sco,241.3607025707,-19.8019015069,-18.472,-15.594,8.2368,0.5003,SB*,B2V,-5.6,0.8,4.89,
HIP 10280,* iot Tri,33.09283344086611,30.30306751098826,-65.05,-60.5,11.22,0.7,**,G0III+G5III,-19.98,0.74,4.952,
HIP 60351,*  12 Com,185.62629746159,25.84615768343,-11.426,-8.112,11.4903,0.1744,SB*,F6III+A3V,0.5,0.9,4.81,
HIP 78527,* tet Dra,240.4722707483108,58.56525053776528,-319.968,333.904,46.4665,0.136,SB*,F9V,-36.1,0.2,4.0,
HIP 18614,* ksi Per,59.74126012587458,35.79103042103805,0.778,2.621,2.4457,0.2616,**,O7.5III(n)((f)),65.4,0.8,4.06,NAME Menkhib
HIP 18614,* ksi Per,59.74126012587458,35.79103042103805,0.778,2.621,2.4457,0.2616,**,O7.5III(n)((f)),65.4,0.8,4.06,NAME Menkib
HIP 78159,* eps CrB,239.39688084174207,26.877879625768056,-77.716,-60.971,13.4922,0.1023,PM*,K2IIIab,-32.42,0.07,4.13,
HIP 7097,* eta Psc,22.870867450065003,15.345831842497502,28.584,-3.217,8.7335,0.9207,**,G7IIIa,13.78,0.17,3.62,NAME Alpherg
HIP 5542,* tet Cas,17.77567538716791,55.14989971999472,226.056,-19.541,23.8844,0.1136,PM*,A7V,2.5,0.6,4.33,
HIP 13061,*  39 Ari,41.9772586465075,29.247118272015555,150.336,-124.838,19.039,0.1262,PM*,K0.5IIIb,-15.2939,0.003868,4.51,
HIP 22549,* pi.04 Ori,72.8015240542129,5.605103849968333,-1.7,1.003,3.8715,0.2841,SB*,B2III,23.3,0.9,3.68,
HIP 87833,* gam Dra,269.1515411786243,51.48889561763423,-8.48,-22.79,21.14,0.1,*,K5III,-27.91,0.19,2.23,NAME Eltanin
HIP 20894,* tet02 Tau,67.16559004644,15.870874649550002,106.148,-20.294,21.8125,0.3735,dS*,A7III,38.9,0.2,3.41,
HIP 22449,* pi.03 Ori,72.46004668811875,6.961277950629445,463.954,11.937,124.6198,0.2246,PM*,F6V,22.47,0.52,3.19,NAME Tabit
HIP 109176,* iot Peg,331.75277295908,25.34509899624,295.476,27.442,84.0054,0.2023,SB*,F5V,-6.94,12.77,3.77,
HIP 98036,* bet Aql,298.8283035123829,6.406764233985,45.944,-480.965,73.5249,0.1415,PM*,G8IV,-40.066,0.0001,3.71,NAME Alshain
HIP 101958,* alf Del,309.90949848153707,15.912160008943609,71.574,-30.655,13.7298,0.3502,**,B9IV,-3.4,3.7,3.8,NAME Sualocin
HIP 102422,* eta Cep,311.3223965313,61.838781731080005,85.993,818.451,69.5976,0.1279,PM*,K0IV,-87.407,0.0002,3.41,
HIP 27483,* tau Aur,87.29348991048083,39.18107231686389,-28.265,-25.064,15.5486,0.1215,*,G8IIIbFe-1,-18.473301,0.006537,4.5,
HIP 27673,* nu. Aur,87.8723727421,39.14852391264999,7.958,0.713,16.1414,0.4427,*,K0.5IIICN0.5,9.92,0.14,3.95,
HIP 28358,* del Aur,89.881743414146,54.2847379628627,85.814,-142.928,23.0557,0.4512,SB*,K0IIIb,9.75,0.44,3.72,
HIP 42799,* eta Hya,130.80614897336292,3.3986618893297225,-19.269,-0.916,6.3852,0.2069,bC*,B3V,16.1,0.3,4.3,
HIP 40526,* bet Cnc,124.12883745353416,9.185543957090834,-45.679,-49.505,10.1026,0.3141,PM*,K4IIIBa0.5:,22.94,0.19,3.52,NAME Altarf
HIP 44248,*  10 UMa,135.1603059044704,41.78302455907056,-494.613,-285.416,53.3618,0.8091,SB*,F3V+G5V,32.3,0.1,3.96,
HIP 51624,* rho Leo,158.20279329541543,9.306584816652224,-6.35,-3.3,1.5913,0.3135,s*b,B1Iab,42.0,0.8,3.87,
HIP 58001,* gam UMa,178.45769715249995,53.69475972916666,107.68,11.01,39.21,0.4,Em*,A0V,-11.9,0.7,2.44,NAME Phecda
HIP 64924,*  61 Vir,199.6013082768629,-18.31119381905056,-1070.202,-1063.849,117.1726,0.1456,PM*,G6.5V,-7.824,0.0002,4.74,
HIP 59774,* del UMa,183.85649936126703,57.03261697773611,103.947,8.141,40.3279,0.1945,PM*,A2Vn,-12.39,0.79,3.32,NAME Megrez
HIP 65477,* g UMa,201.30640763875,54.98795966138889,120.21,-16.04,39.91,0.13,**,A5V+M3-4V,-8.9,0.9,4.01,NAME Alcor
HIP 65721,*  70 Vir,202.10753579536703,13.778788419113054,-235.951,-575.969,55.2511,0.0779,PM*,G4Va,5.017,0.0007,4.97,
HIP 77070,* alf Ser,236.0669754565879,6.425630220244722,133.922,45.55,43.945,0.4676,PM*,K2IIIbCN1,2.63,0.16,2.63,NAME Unukalhai
HIP 67927,* eta Boo,208.67116216800864,18.397720717229475,-60.95,-356.29,87.75,1.24,SB*,G0IV,5.77111,0.007471,2.68,NAME Muphrid
HIP 68756,* alf Dra,211.09732332021125,64.3758696175675,-56.351,12.329,12.5156,0.2033,SB*,A0III,-6.1,0.4,3.68,NAME Thuban
HIP 89937,* chi Dra,275.2640939542736,72.73284772361531,531.21,-349.71,124.11,0.87,SB*,F7V,31.9,0.14,3.58,
HIP 86414,* iot Her,264.8661954084492,46.006331382789725,-6.929,3.682,6.5157,0.2022,bC*,B3IV,-38.4,0.1,3.8,
HIP 86742,* bet Oph,265.86813295741786,4.567303668469166,-41.793,159.43,39.2284,0.2027,PM*,K2IIICN0.5,-12.12,0.0008,2.75,NAME Cebalrai
HIP 93194,* gam Lyr,284.73592734438125,32.68955574065722,-2.98,1.689,4.9656,0.2366,*,B9.5II-III,-31.2,0.2,3.25,NAME Sulafat
HIP 96100,* sig Dra,293.0899592077504,69.66117661255723,597.384,-1738.286,173.4939,0.0748,PM*,K0V,26.734,0.0004,4.68,NAME Alsafi
HIP 98110,* eta Cyg,299.0765493221692,35.08342288549805,-34.165,-28.393,23.5482,0.1078,*,K0III,-25.87,0.14,3.88,
HIP 102488,* eps Cyg,311.55280115351087,33.97032834364584,365.954,308.787,43.1769,0.9384,**,K0III,-12.599,0.0011,2.48,
HIP 104887,* tau Cyg,318.69788551128704,38.04531781602413,196.99,410.28,49.16,0.4,dS*,F2IV,-20.9,0.8,3.73,
HIP 105199,* alf Cep,319.6448846972256,62.5855744637194,150.55,49.09,66.5,0.11,PM*,A8Vn,-15.8,1.1,2.46,NAME Alderamin
HIP 116771,* iot Psc,354.9876691817333,5.626292753319723,376.497,-436.76,73.237,0.1698,PM*,F7V,5.615,0.0005,4.12,
HIP 111841,*  10 Lac,339.815327655,39.05026976444445,-1.274,-5.605,2.192,0.1314,**,O9V,-10.1,0.3,4.88,
HIP 68103,*   9 Boo,209.14242094698,27.492081441400003,28.154,-48.279,5.2113,0.1011,RG*,K3III,-41.07,0.14,5.0,
HIP 99675,*  31 Cyg,303.4079509877,46.74132267168,1.744,3.39,2.9167,0.1327,SB*,K3Ib+B2IV-V,-7.24,0.3,3.8,
HIP 4147,*  20 Cet,13.252059246918751,-1.1442597826699998,5.888,-15.731,6.0786,0.1922,*,K5III,16.22,0.28,4.76,
HIP 9009,* ome Cas,29.000117919449995,68.68523997607,15.067,-10.313,4.4802,0.0912,SB*,B5III,-23.8,0.9,4.968,
HIP 105319,* tet Ind,319.96662273615,-53.44942607516,106.988,-66.461,33.0546,0.0948,**,A5IV-V,-8.29,0.32,4.483,
HIP 39429,* zet Pup,120.89603140977576,-40.00314779826893,-29.71,16.68,3.01,0.1,BY*,O4I(n)fp,-23.9,2.9,2.25,NAME Naos
HIP 15457,* kap01 Cet,49.840401739905,3.370198605523333,269.298,93.957,107.8023,0.1838,BY*,G5V,19.359,0.0007,4.85,
HIP 79509,* kap Nor,243.36970863594,-54.63046751429,-4.59,-22.568,6.9638,0.0867,*,G8III,-15.31,0.58,4.94,
HIP 65387,* m Cen,201.0020112016,-64.53566985852,28.959,-21.326,12.8919,0.088,*,G5IIb,13.26,0.13,4.52,
HIP 64425,HD 114529,198.0732207329279,-59.92056300699584,-27.575,-19.406,5.2625,0.8166,El?,B7V,12.0,3.7,4.593,
HIP 61966,*  39 Cru,190.48570492647,-59.68582067903,-24.464,-4.226,3.8643,0.0811,Be*,B5III,12.5,2.0,4.94,
HIP 60009,* zet Cru,184.60934197715,-64.0030853698,-37.431,-6.576,9.2402,0.1928,Pu*,B2/3V,15.8,0.7,4.05,
HIP 36795,HD  60532,113.51325234957,-22.2960675479,-40.18,46.791,38.1379,0.1087,PM*,F6IV-V,61.042,0.0004,4.39,
HIP 40706,* q Pup,124.63880435555504,-36.65928921661222,-110.481,100.443,34.5439,0.1039,PM*,A8V,4.34,0.17,4.4,
HIP 36917,* p Pup,113.84538175052002,-28.36933478638,-60.256,-7.742,13.6185,0.1393,PM*,B7V,3.3,7.4,4.63,
HIP 48774,* phi Vel,149.21558687068125,-54.567788190034165,-13.378,4.11,1.903,0.183,*,B5Ib,13.9,0.7,3.45,
HIP 51192,V* V399 Car,156.8519603683,-57.63880511029001,-7.377,3.688,0.4976,0.1151,Ce*,A9/F0Ia/ab,5.32,1.43,4.7,
HIP 23179,* ome Aur,74.81420567935,37.89024477465999,45.34,-97.647,20.2399,0.1077,PM*,A1V,7.7,2.5,5.0,
HIP 62886,*  35 Com,193.32394594090889,21.244947012977285,-37.66,-30.14,11.52,0.87,**,G7III+F:,-7.31262,0.006115,4.91,
HIP 63355,*  36 Com,194.73101237824,17.40944285907,-37.705,33.723,9.393,0.1711,PM*,M0.5III,-1.98,0.12,5.0,
HIP 63462,*  37 Com,195.06862265968,30.785022071370005,-20.75,-6.712,5.2918,0.1517,RS*,G9IIICH-2CN-1,-14.34,0.09,4.88,
HIP 59856,HD 106760,184.12555726713,33.06150800630001,-50.589,-105.739,9.3913,0.5203,SB*,K0.5III-IIIb,-40.4,0.1,4.94,
HIP 60202,*  11 Com,185.17927403996,17.79286875343,-109.426,88.93,10.1677,0.1365,PM*,G8+IIIFe-1,43.25,0.14,4.74,
HIP 59847,*   7 Com,184.08557639106084,23.945407275677496,-26.646,-6.367,13.0861,0.1164,*,G8III-IIIb,-27.89,0.13,4.86,
HIP 60742,* gam Com,186.73446876829124,28.268421801423333,-83.006,-80.917,19.8641,0.1147,PM*,K1IIIFe0.5,3.38,0.11,4.34,
HIP 64022,*  41 Com,196.79470800944625,27.62473762183611,34.155,-69.539,8.5989,0.1327,PM*,K5-III,-17.38,0.65,4.69,
HIP 64540,HD 115004,198.42892372376,40.15288502949,-51.498,15.109,6.8982,0.0866,PM*,G8.5IIICN0.5,-21.9,0.13,4.94,
HIP 67480,* e Boo,207.42843653774,21.2641013137,31.23,17.196,4.7492,0.6261,SB*,K4III,-2.6,0.1,4.91,
HIP 67665,V* AW CVn,207.9478124599208,34.44424028042583,-20.41,-32.743,6.2037,0.1873,LP?,M3-IIIa,-44.21,0.25,4.74,
HIP 112029,*  42 Peg,340.36550299,10.831363310277778,77.22,-11.38,15.96,0.19,PM*,B8.5IV,9.23,0.38,3.41,NAME Homam
HIP 67669A,*   3 Cen A,207.95666927126,-32.99408494549,-34.743,-29.498,9.9104,0.1653,PM*,B5III,,,4.52,
HIP 65378B,* zet02 UMa,200.9846746374,54.92180938212,114.529,-26.887,40.2803,0.285,SB*,kA1h(eA)mA7IV-V,-9.3,0.9,3.88,NAME Mizar B
HIP 24608,* alf Aur,79.17232794433404,45.99799146983673,75.25,-426.89,76.2,0.46,SB*,G3III:,29.19,0.07,0.08,NAME Capella
HIP 14879,* alf For,48.01887418326376,-28.987621986758608,359.565,619.186,71.4337,0.132,PM*,F6V,-17.52,0.73,3.98,
HIP 24331,* rho Ori,78.32283087218,2.8612392074300006,6.014,3.7,13.329,0.3094,SB*,K1III,46.39,4.47,4.48,
HIP 32349,* alf CMa,101.28715533333336,-16.71611586111111,-546.01,-1223.07,379.21,1.58,SB*,A0mA1Va,-5.5,0.4,-1.46,NAME Sirius A
HIP 32349,* alf CMa,101.28715533333336,-16.71611586111111,-546.01,-1223.07,379.21,1.58,SB*,A0mA1Va,-5.5,0.4,-1.46,NAME Sirius
HIP 81126,* sig Her,248.52576011027003,42.43700948629999,-15.384,44.26,10.856,0.4019,**,B9V,-10.9,1.78,4.196,
HIP 2912,* pi. And,9.22021384008625,33.71934341518167,14.669,-3.385,5.6563,0.1474,SB*,B5V,8.2,0.6,4.36,
HIP 3786,* del Psc,12.170601310553335,7.585081917256668,81.994,-50.232,10.8577,0.1787,PM*,K5-III,32.45,0.18,4.44,
HIP 10324,* ksi01 Cet,33.25000132715,8.846702350650002,-26.965,-1.154,10.4184,0.3462,SB*,G7IIIBa0.4Fe-1,-5.3549,0.0257,4.35,
HIP 1599,* zet Tuc,5.017744306231667,-64.87479366391888,1706.747,1164.959,116.1826,0.1334,PM*,F9.5V,9.28,0.0003,4.23,
HIP 3031,* eps And,9.638947629184164,29.311753227467783,-228.701,-253.206,19.2451,0.1188,PM*,G7IIIFe-3CH1,-83.958,0.0009,4.38,
HIP 443,*  33 Psc,1.33392154985,-5.707619916339167,-11.985,89.314,23.5152,0.28,RS*,K0III-IV,-18.9722,0.00436,4.61,
HIP 2210,* eta Scl,6.98207425573,-33.00716596713,-20.07,-49.425,5.8984,0.1802,LP*,M2/3III,12.1,1.7,4.81,
HIP 7607,* ups Per,24.498158433053337,48.62821196304722,62.968,-111.999,18.5489,0.1999,PM*,K3-IIICN0.5,16.264,0.0005,3.57,
HIP 11767,* alf UMi,37.954560670189856,89.26410896994187,44.48,-11.85,7.54,0.11,cC*,F8Ib,-16.42,0.03,2.02,NAME Lodestar
HIP 11767,* alf UMi,37.954560670189856,89.26410896994187,44.48,-11.85,7.54,0.11,cC*,F8Ib,-16.42,0.03,2.02,NAME Polaris
HIP 11767,* alf UMi,37.954560670189856,89.26410896994187,44.48,-11.85,7.54,0.11,cC*,F8Ib,-16.42,0.03,2.02,NAME North Star
HIP 1562,* iot Cet,4.856976645352915,-8.82391915982472,-14.61,-36.668,11.6996,0.1968,*,K1+IIICN0.5,19.35,0.17,3.55,
HIP 3179,* alf Cas,10.126846007691247,56.537329217042775,49.126,-31.595,14.091,0.4988,PM*,K0-IIIa,-4.204,0.0006,2.23,NAME Schedar
HIP 8903,* bet Ari,28.66004578884514,20.808031471916408,98.74,-110.41,55.6,0.58,SB*,kA4hA5mA5Va,-3.1,0.15,2.65,NAME Sheratan
HIP 13879,* pi. Per,44.69029234138,39.6627265502,25.048,-41.522,10.4437,0.0977,*,A2Vn,14.2,2.0,4.7,NAME Gorgonea Secunda
HIP 1366,* tet And,4.272926513519167,38.68163572933945,-57.551,-14.795,18.8747,0.4251,**,A2V,0.9,0.9,4.61,
HIP 3693,* zet And,11.834690495196249,24.267178550475837,-101.068,-80.276,18.0083,0.1604,El*,K1III+KV,-24.43,0.1,4.06,
HIP 6537,* tet Cet,21.00584700680541,-8.183260897344443,-76.226,-201.519,29.0339,0.2198,HB*,K0IIIb,17.2,0.5,3.59,
HIP 8102,* tau Cet,26.01701307163417,-15.93747989102139,-1721.728,854.963,273.8097,0.1701,PM*,G8V,-16.597,0.0002,3.5,
HIP 11484,* ksi02 Cet,37.0398210789746,8.4600602248073,23.707,-4.787,16.5681,0.4608,*,B9III,13.27,1.46,4.3,
HIP 12719,*  35 Ari,40.8629761644,27.707149409290004,8.502,-11.433,5.2876,0.491,SB*,B3V,13.0,5.0,4.67,
HIP 3092,* del And,9.831679638429584,30.86098357599195,176.856,-108.171,31.5735,0.4546,SB*,K3III-IIIbCN0.5,-9.88,0.15,3.28,
HIP 4463,* eta And,14.301667830110834,23.41765002312361,-43.008,-45.254,12.5624,0.2525,SB*,G8-III,-10.3,0.29,4.42,
HIP 12623,*  12 Per,40.56214403095999,40.19395048125,-18.669,-186.19,41.7962,0.2956,SB*,F9V,-23.04,0.04,4.92,
HIP 14576,* bet Per,47.04221855625,40.95564667027778,2.99,-1.66,36.27,1.4,SB*,B8V,4.0,0.9,2.12,NAME Algol
HIP 14576,* bet Per,47.04221855625,40.95564667027778,2.99,-1.66,36.27,1.4,SB*,B8V,4.0,0.9,2.12,NAME Algol B
HIP 14576,* bet Per,47.04221855625,40.95564667027778,2.99,-1.66,36.27,1.4,SB*,B8V,4.0,0.9,2.12,NAME Algol C
HIP 14576,* bet Per,47.04221855625,40.95564667027778,2.99,-1.66,36.27,1.4,SB*,B8V,4.0,0.9,2.12,NAME Algol A
HIP 746,* bet Cas,2.2945215777878776,59.14978109800713,523.5,-179.77,59.58,0.38,dS*,F2III,4.3,0.8,2.27,NAME Caph
HIP 2920,* zet Cas,9.242852031185834,53.89691044421194,17.444,-9.523,6.6657,0.3002,bC?,B2IV,-0.2,0.1,3.66,
HIP 3821,* eta Cas,12.276227476217503,57.81517728880999,1078.609,-551.133,168.8322,0.1663,PM*,F9V,8.404,0.0004,3.44,NAME Achird
HIP 5434,* phi And,17.37552339943203,47.24179428819341,4.05,-12.43,4.55,0.6,Be*,B5IIIe,-2.2,1.2,4.25,
HIP 5862,* nu. Phe,18.79633928432417,-45.53166460574416,665.086,178.07,65.527,0.0704,PM*,F9VFe+0.4,11.845,0.0004,4.96,
HIP 8497,* chi Cet,27.396261525257916,-10.6864086109725,-147.867,-93.48,42.5848,0.1249,PM*,F0V,0.61,0.75,4.68,
HIP 17358,* del Per,55.73122001957376,47.78749673818805,29.038,-23.365,6.2435,0.4991,Be*,B5III,4.0,3.7,3.01,
HIP 9236,* alf Hyi,29.69224409758834,-61.56982215319751,289.561,18.43,51.5547,0.8303,PM*,F0IV,18.02,1.85,2.84,
HIP 19812,* mu. Per,63.72443131105167,48.409330648442776,6.538,-16.889,3.9395,0.2678,SB*,G0Ib,26.46,0.28,4.16,
HIP 7818,* tau And,25.145067440228747,40.57703880590834,17.889,-20.981,4.7804,0.1304,*,B8III,-13.9,2.6,4.94,
HIP 13268,* eta Per,42.67420822277708,55.89549436717167,16.346,-13.518,3.2657,0.1873,*,K3-Ib-IIa,-1.784,0.0008,3.79,NAME Miram
HIP 13701,* eta Eri,44.10687184660001,-8.8981434724,78.2,-219.121,24.2178,0.1749,PM*,K1+IIIb,-20.32,0.05,3.87,NAME Azha
HIP 20042,* ups04 Eri,64.47359333520666,-33.79834789118277,62.194,-5.455,18.4002,0.2323,SB*,B8V+B9.5V?,17.6,0.9,3.56,
HIP 21273,* rho Tau,68.46215763444,14.844428238220004,103.083,-24.427,21.6354,0.1502,dS*,A8V,33.3,1.3,4.65,
HIP 23767,* eta Aur,76.6287255888596,41.23447574166194,29.771,-68.325,14.0208,0.2708,PM*,B3V,7.3,0.7,3.18,
HIP 3881,* nu. And,12.45352635157333,41.07891089498556,21.711,-18.694,5.7868,0.1857,SB*,B5V,-23.9,,4.53,
HIP 13531,* tau Per,43.56449050346,52.76246742647,-8.311,-2.58,12.3726,0.2317,SB*,G8III+A7V,9.83,3.25,3.96,
HIP 17702,* eta Tau,56.87115230375,24.105135651944444,19.34,-43.67,8.09,0.42,Be*,B7III,5.4,1.2,2.87,NAME Alcyone
HIP 1473,* sig And,4.581905703219166,36.78522459491082,-65.212,-42.221,23.2542,0.1809,PM*,A2V,-8.99,0.24,4.52,
HIP 4906,* eps Psc,15.735868263886667,7.8901331810086095,-79.362,25.728,17.8074,0.182,PM*,G9IIIbFe-2,7.7008,0.0282,4.28,
HIP 14328,* gam Per,46.19925046367875,53.50646183498722,-14.194,-8.684,14.1252,0.7684,SB*,G9III+A2-III:,3.13,0.13,2.93,
HIP 15474,* tau04 Eri,49.87916936539666,-21.75786539698972,52.774,32.718,10.6153,0.3213,LP*,M3III-IIIaCa-1,41.7,0.7,3.7,
HIP 2072,* kap Phe,6.550838931848333,-43.67983065874444,106.394,32.491,41.7228,0.1358,PM*,A5IVn,11.3,2.0,3.94,
HIP 3300,* ksi Cas,10.51621753161,50.51253344554,16.126,-6.05,2.9022,0.2368,SB*,B3IV,-10.0,2.0,4.81,
HIP 12706,* gam Cet,40.82516289811255,3.235816376495944,-146.1,-146.12,40.97,0.63,**,A2Vn+F4V,-4.9,0.9,3.47,NAME Kaffaljidhma
HIP 15510,* e Eri,49.9818788009275,-43.069781996785,3035.017,726.964,165.5242,0.0784,PM*,G6V,87.882,0.0001,4.27,
HIP 16083,* ksi Tau,51.79225241356,9.7327419509,70.741,-43.156,16.7914,0.6937,PM*,B9Vn,-2.0,5.0,3.75,
HIP 19921,* eps Ret,64.12095061260834,-59.30215441425111,-47.785,-167.806,54.2286,0.1019,PM*,K2III,29.03,0.52,4.44,
HIP 12843,* tau01 Eri,41.275828336206246,-18.572622827755275,318.568,48.171,70.0459,0.1599,PM*,F7V,25.9,0.8,4.46,
HIP 14838,* del Ari,47.90736069940499,19.726673110293053,153.871,-5.586,19.7731,0.1592,PM*,G9.5IIIb,23.0056,0.0259,4.37,NAME Botein
HIP 16537,* eps Eri,53.23268537982792,-9.458260970518056,-974.758,20.876,310.5773,0.1355,BY*,K2V,16.376,0.0001,3.73,NAME Ran
HIP 17847,*  27 Tau,57.29059607421416,24.053417133280284,19.079,-46.193,8.1184,0.4791,SB*,B8III,8.5,2.0,3.63,NAME Atlas
HIP 4151,HD   5015,13.2674851758,61.12397202496,-68.298,169.435,52.9017,0.1037,PM*,F9V,20.682,0.001,4.8,
HIP 6242,* phi Cas,20.02048527744,58.23161323440999,-1.479,-1.231,0.2142,0.0838,s*y,F0Ia,-18.9,0.6,4.98,
HIP 8886,* eps Cas,28.5988920257,63.67010006633,29.587,-18.387,7.0037,0.2487,Be*,B3Vp_sh,-8.3,0.8,3.37,NAME Segin
HIP 9884,* alf Ari,31.79335709957655,23.46241755020095,188.55,-148.08,49.56,0.25,PM*,K2-IIIbCa-1,-14.412,0.0005,2.01,NAME Hamal
HIP 13147,* bet For,42.27257876772,-32.405897779689994,86.023,159.404,18.4596,0.1024,RG*,G9IIIb,17.82,0.22,4.46,
HIP 14668,* kap Per,47.37418183354417,44.85745828572973,165.691,-138.559,28.7314,0.1583,PM*,G9.5IIIb,29.4,0.3,3.81,NAME Misam
HIP 17499,*  17 Tau,56.21890454078751,24.11333785002,20.542,-46.081,8.3457,0.4386,Be*,B6IIIe,6.87,0.72,3.7,NAME Electra
HIP 19849,* omi02 Eri,63.817998412477074,-7.652869660838334,-2240.085,-3421.809,199.608,0.1208,PM*,K0V,-42.269,0.0002,4.43,NAME Keid
HIP 21421,* alf Tau,68.9801627900154,16.5093023507718,63.45,-188.94,48.94,0.77,LP?,K5+III,54.398,0.0008,0.86,NAME Aldebaran
HIP 14354,* rho Per,46.29414106098047,38.84027619029382,129.22,-105.7,10.6,0.25,LP*,M4+IIIa,27.0672,0.005063,3.39,NAME Gorgonea Tertia
HIP 15549,HD  20644,50.08484196336125,29.04845766232917,-7.017,-16.032,5.0347,0.1711,*,K3IIIaBa0.5,-3.09,0.28,4.47,
HIP 17529,* nu. Per,56.29846973267084,42.57853042796416,-15.116,2.461,5.4766,0.2208,*,F4II,-12.1,0.6,3.8,
HIP 18532,* eps Per,59.46349742422501,40.01019978155972,16.845,-23.554,5.3316,0.4269,bC*,B0.5III,-1.0,2.0,2.89,
HIP 2021,* bet Hyi,6.43779315502228,-77.25424611998604,2219.54,324.09,134.07,0.11,PM*,G0V,23.085,0.0003,2.79,
HIP 8796,* alf Tri,28.2704392446475,29.578818669729724,12.341,-233.04,51.331,0.5563,SB*,F5III,-12.6,0.9,3.42,NAME Mothallah
HIP 15863,* alf Per,51.08070871833333,49.86117929305556,23.75,-26.23,6.44,0.17,V*,F5Ib,-2.158,0.0036,1.79,NAME Mirfak
HIP 16281,HD  21389,52.47809835038,58.87874913344,-2.247,-0.657,0.9303,0.119,sg*,A0Ia,-4.91,0.81,4.54,
HIP 7918,HD  10307,25.44636189212457,42.61339487994944,824.761,-156.423,68.0244,0.3718,SB*,G1V,3.33,0.05,4.96,
HIP 8645,* zet Cet,27.86513061761,-10.335031066289998,39.752,-40.956,12.877,0.21,SB*,K0.5III,7.8,0.3,3.72,NAME Baten Kaitos
HIP 15520,HD  20336,49.99695557921999,65.65230155745,11.632,-16.962,4.0589,0.3232,Be*,B2.5Vn(e),-3.4,3.5,4.85,
HIP 18744,* gam Ret,60.22419834909208,-62.15928285026389,2.149,35.071,7.0247,0.119,LP*,M4III,-7.0,2.0,4.5,
HIP 7884,* nu. Psc,25.35789226178708,5.487611634559999,-23.323,3.505,8.9275,0.1567,*,K3III,0.482,0.0002,4.44,
